type	latitude	longitude	name	desc
T	45.5236795	-73.5902855
T	45.5235423	-73.5903981
T	45.5233412	-73.5905778
T	45.5231496	-73.5907522
T	45.5229917	-73.5909024
T	45.5228508	-73.5910258
T	45.5226760	-73.5911787
T	45.5224373	-73.5913986
T	45.5226027	-73.5917875
T	45.5227380	-73.5920879
T	45.5228696	-73.5923696
T	45.5229692	-73.5925975
T	45.5230556	-73.5927853
T	45.5229410	-73.5929301
T	45.5227982	-73.5930508
T	45.5226328	-73.5932037
T	45.5224430	-73.5933647
T	45.5222832	-73.5935041
T	45.5220728	-73.5936919
T	45.5216011	-73.5941076
T	45.5212703	-73.5943866
T	45.5209396	-73.5946655
T	45.5206539	-73.5949230
T	45.5203532	-73.5952127
T	45.5200074	-73.5955131
T	45.5197819	-73.5956848
T	45.5194963	-73.5959315
T	45.5192106	-73.5961890
T	45.5188723	-73.5964465
T	45.5185791	-73.5967469
T	45.5183010	-73.5969722
T	45.5179702	-73.5972619
T	45.5176770	-73.5974979
T	45.5173463	-73.5977769
T	45.5170831	-73.5980022
T	45.5168050	-73.5982704
T	45.5165268	-73.5984850
T	45.5162637	-73.5986674
T	45.5160833	-73.5987532
T	45.5160231	-73.5994613
T	45.5159630	-73.6002338
T	45.5158953	-73.6010599
T	45.5158427	-73.6019397
T	45.5157600	-73.6029053
T	45.5156999	-73.6038709
T	45.5155946	-73.6048150
T	45.5154593	-73.6054909
T	45.5152714	-73.6064994
T	45.5150533	-73.6076474
T	45.5147526	-73.6087203
T	45.5145346	-73.6095786
T	45.5143542	-73.6101902
T	45.5141512	-73.6108768
T	45.5139707	-73.6114347
T	45.5137151	-73.6118639
T	45.5134821	-73.6122501
T	45.5131513	-73.6128402
T	45.5128956	-73.6133015
T	45.5126175	-73.6138594
T	45.5123468	-73.6143959
T	45.5120686	-73.6149430
T	45.5117303	-73.6155009
T	45.5115649	-73.6152434
T	45.5113769	-73.6147714
T	45.5110762	-73.6141920
T	45.5108807	-73.6136663
T	45.5107078	-73.6133337
T	45.5105198	-73.6128938
T	45.5103544	-73.6124969
T	45.5102191	-73.6122608
T	45.5100161	-73.6124325
T	45.5098281	-73.6128831
T	45.5095800	-73.6131835
T	45.5093695	-73.6133659
T	45.5091590	-73.6135697
T	45.5088131	-73.6138380
T	45.5084071	-73.6142027
T	45.5080387	-73.6145139
T	45.5076853	-73.6148143
T	45.5072417	-73.6152112
T	45.5069559	-73.6155224
T	45.5066176	-73.6158657
T	45.5061213	-73.6162519
T	45.5057003	-73.6166275
T	45.5053168	-73.6169600
T	45.5048731	-73.6173356
T	45.5044295	-73.6177218
T	45.5038505	-73.6183119
T	45.5033617	-73.6186981
T	45.5027301	-73.6193204
T	45.5022112	-73.6197710
T	45.5016473	-73.6202753
T	45.5012713	-73.6206079
T	45.5008502	-73.6209941
T	45.5003614	-73.6214232
T	45.4999327	-73.6218095
T	45.4995868	-73.6221313
T	45.4992559	-73.6224210
T	45.4990529	-73.6220884
T	45.4987220	-73.6215198
T	45.4983836	-73.6208761
T	45.4980678	-73.6203289
T	45.4978196	-73.6198997
T	45.4975865	-73.6193955
T	45.4973458	-73.6188912
T	45.4970450	-73.6182797
T	45.4968645	-73.6179578
T	45.4967141	-73.6176467
T	45.4965111	-73.6178344
T	45.4962667	-73.6180437
T	45.4960410	-73.6182314
T	45.4958305	-73.6184192
T	45.4956199	-73.6186391
T	45.4953116	-73.6188859
T	45.4950747	-73.6191165
T	45.4948791	-73.6192560
T	45.4947325	-73.6193794
T	45.4945181	-73.6195296
T	45.4943000	-73.6197174
T	45.4941684	-73.6198354
T	45.4939654	-73.6200124
T	45.4937698	-73.6201519
T	45.4936006	-73.6203289
T	45.4934239	-73.6204737
T	45.4932471	-73.6206239
T	45.4930064	-73.6208332
T	45.4927507	-73.6210907
T	45.4924123	-73.6213803
T	45.4921190	-73.6216271
T	45.4917805	-73.6219168
T	45.4914872	-73.6222172
T	45.4910435	-73.6226034
T	45.4907050	-73.6229253
T	45.4903139	-73.6232901
T	45.4895919	-73.6239123
T	45.4890654	-73.6243951
T	45.4886893	-73.6247063
T	45.4882305	-73.6251354
T	45.4878469	-73.6255109
T	45.4874934	-73.6257899
T	45.4871323	-73.6261225
T	45.4867111	-73.6265087
T	45.4863426	-73.6268198
T	45.4856957	-73.6273670
T	45.4852895	-73.6277640
T	45.4848382	-73.6281610
T	45.4843718	-73.6286008
T	45.4838528	-73.6289978
T	45.4833864	-73.6294162
T	45.4827771	-73.6298990
T	45.4819196	-73.6306930
T	45.4810545	-73.6315191
T	45.4802571	-73.6322379
T	45.4800239	-73.6324739
T	45.4798396	-73.6326778
T	45.4796290	-73.6328280
T	45.4793544	-73.6330909
T	45.4791024	-73.6333323
T	45.4788541	-73.6335307
T	45.4786285	-73.6337346
T	45.4783276	-73.6340189
T	45.4781244	-73.6342710
T	45.4779777	-73.6345661
T	45.4778987	-73.6348611
T	45.4778461	-73.6351454
T	45.4777821	-73.6354566
T	45.4777596	-73.6356819
T	45.4777370	-73.6359233
T	45.4777069	-73.6362022
T	45.4776994	-73.6364061
T	45.4776843	-73.6366367
T	45.4776298	-73.6366341
T	45.4774605	-73.6366206
T	45.4772612	-73.6365885
T	45.4770976	-73.6365724
T	45.4769490	-73.6365616
T	45.4768324	-73.6365455
T	45.4766749	-73.6365388
T	45.4765963	-73.6365918
T	45.4765456	-73.6366381
T	45.4764750	-73.6366998
T	45.4764139	-73.6367494
T	45.4763349	-73.6368231
T	45.4762663	-73.6368822
T	45.4761891	-73.6369506
T	45.4760975	-73.6370464
T	45.4760467	-73.6370860
T	45.4759714	-73.6371564
T	45.4758473	-73.6372731
T	45.4757321	-73.6373770
T	45.4755769	-73.6375058
T	45.4754820	-73.6375889
T	45.4753701	-73.6376935
T	45.4752854	-73.6377673
T	45.4751425	-73.6378920
T	45.4750099	-73.6380154
T	45.4748782	-73.6381280
T	45.4747353	-73.6382541
T	45.4746093	-73.6383775
T	45.4744908	-73.6384687
T	45.4743930	-73.6385599
T	45.4742538	-73.6386913
T	45.4741127	-73.6388201
T	45.4739641	-73.6389488
T	45.4738156	-73.6390829
T	45.4736670	-73.6392117
T	45.4735297	-73.6393458
T	45.4733980	-73.6394557
T	45.4732325	-73.6396033
T	45.4730971	-73.6397266
T	45.4729917	-73.6398071
T	45.4728469	-73.6398768
T	45.4727284	-73.6399037
T	45.4726137	-73.6399037
T	45.4723240	-73.6398983
T	45.4720306	-73.6399198
T	45.4717861	-73.6399841
T	45.4717033	-73.6400257
T	45.4715886	-73.6400793
T	45.4715039	-73.6401397
T	45.4714230	-73.6401960
T	45.4712707	-73.6403167
T	45.4711701	-73.6404012
T	45.4710892	-73.6404629
T	45.4710083	-73.6405300
T	45.4709509	-73.6405769
T	45.4708625	-73.6406466
T	45.4707798	-73.6407177
T	45.4707017	-73.6407807
T	45.4706124	-73.6408518
T	45.4705268	-73.6409229
T	45.4703424	-73.6410704
T	45.4701760	-73.6412072
T	45.4700415	-73.6413091
T	45.4699249	-73.6414057
T	45.4697998	-73.6415023
T	45.4696784	-73.6416002
T	45.4695110	-73.6417343
T	45.4693765	-73.6418349
T	45.4691960	-73.6419690
T	45.4689872	-73.6421272
T	45.4687295	-73.6423418
T	45.4686034	-73.6424491
T	45.4684699	-73.6425403
T	45.4683269	-73.6426556
T	45.4682141	-73.6427414
T	45.4680805	-73.6428487
T	45.4678999	-73.6429855
T	45.4677306	-73.6431277
T	45.4675802	-73.6432296
T	45.4674447	-73.6433423
T	45.4673093	-73.6434469
T	45.4671513	-73.6435729
T	45.4668898	-73.6437607
T	45.4667356	-73.6438894
T	45.4664609	-73.6441040
T	45.4662672	-73.6442488
T	45.4661129	-73.6443776
T	45.4660038	-73.6444607
T	45.4658289	-73.6445895
T	45.4656784	-73.6447048
T	45.4655561	-73.6448014
T	45.4654169	-73.6449194
T	45.4652871	-73.6450133
T	45.4651742	-73.6451045
T	45.4650482	-73.6451930
T	45.4649297	-73.6452949
T	45.4648187	-73.6453807
T	45.4646324	-73.6455256
T	45.4645083	-73.6456141
T	45.4644142	-73.6456811
T	45.4642393	-73.6458233
T	45.4641020	-73.6459279
T	45.4639515	-73.6460459
T	45.4638329	-73.6461398
T	45.4636599	-73.6462712
T	45.4635677	-73.6463597
T	45.4634511	-73.6464965
T	45.4632930	-73.6466897
T	45.4632009	-73.6467701
T	45.4630786	-73.6468774
T	45.4629601	-73.6469766
T	45.4627625	-73.6471403
T	45.4626346	-73.6472288
T	45.4625123	-73.6473361
T	45.4623825	-73.6474299
T	45.4622339	-73.6475426
T	45.4620627	-73.6476767
T	45.4619085	-73.6477974
T	45.4617561	-73.6479154
T	45.4616206	-73.6480227
T	45.4614287	-73.6481676
T	45.4612726	-73.6482936
T	45.4611503	-73.6483929
T	45.4609998	-73.6485136
T	45.4608418	-73.6486369
T	45.4606480	-73.6487898
T	45.4604994	-73.6489025
T	45.4602887	-73.6490634
T	45.4601231	-73.6491895
T	45.4600065	-73.6493048
T	45.4599406	-73.6491653
T	45.4598936	-73.6490071
T	45.4598503	-73.6488247
T	45.4597299	-73.6485216
T	45.4596321	-73.6482614
T	45.4595550	-73.6480442
T	45.4594195	-73.6476982
T	45.4593499	-73.6475211
T	45.4592370	-73.6472476
T	45.4591317	-73.6469713
T	45.4590376	-73.6467031
T	45.4588382	-73.6462149
T	45.4587347	-73.6459333
T	45.4586199	-73.6456490
T	45.4585409	-73.6454263
T	45.4584487	-73.6452037
T	45.4583622	-73.6449891
T	45.4582756	-73.6447585
T	45.4581985	-73.6445600
T	45.4580781	-73.6442354
T	45.4579784	-73.6439806
T	45.4578824	-73.6437365
T	45.4577884	-73.6434817
T	45.4577206	-73.6433128
T	45.4576077	-73.6430016
T	45.4574873	-73.6426932
T	45.4573688	-73.6423901
T	45.4572427	-73.6420870
T	45.4571054	-73.6417115
T	45.4569982	-73.6414298
T	45.4568777	-73.6411241
T	45.4567818	-73.6409095
T	45.4567009	-73.6406842
T	45.4566238	-73.6404455
T	45.4565692	-73.6403033
T	45.4565316	-73.6402363
T	45.4562475	-73.6404616
T	45.4560443	-73.6406305
T	45.4559126	-73.6407325
T	45.4557696	-73.6408478
T	45.4555607	-73.6410168
T	45.4553688	-73.6411777
T	45.4551713	-73.6413199
T	45.4550038	-73.6414540
T	45.4548232	-73.6416042
T	45.4546689	-73.6417329
T	45.4545447	-73.6418295
T	45.4544337	-73.6419287
T	45.4543754	-73.6418027
T	45.4543152	-73.6416203

type	latitude	longitude	name	desc
T	45.4954582	-73.5787010	165 N	Length: 6.61 km (4.107 mi)
T	45.4956650	-73.5792053
T	45.4958305	-73.5795593
T	45.4959922	-73.5799241
T	45.4961050	-73.5802621
T	45.4962366	-73.5806859
T	45.4964885	-73.5815066
T	45.4965449	-73.5816246
T	45.4965600	-73.5820270
T	45.4965223	-73.5826707
T	45.4964359	-73.5839796
T	45.4963832	-73.5845858
T	45.4963531	-73.5851866
T	45.4963193	-73.5858572
T	45.4963569	-73.5864848
T	45.4964547	-73.5874826
T	45.4963607	-73.5878527
T	45.4961238	-73.5882336
T	45.4959170	-73.5886252
T	45.4957553	-73.5889256
T	45.4955108	-73.5893601
T	45.4952664	-73.5898536
T	45.4951311	-73.5902238
T	45.4950671	-73.5905832
T	45.4950483	-73.5910177
T	45.4950671	-73.5918009
T	45.4950972	-73.5924017
T	45.4951311	-73.5928953
T	45.4951687	-73.5934585
T	45.4952664	-73.5942256
T	45.4953379	-73.5947138
T	45.4953905	-73.5954434
T	45.4953680	-73.5962105
T	45.4954432	-73.5974228
T	45.4954845	-73.5980773
T	45.4955184	-73.5986727
T	45.4955484	-73.5992628
T	45.4955748	-73.5998851
T	45.4956011	-73.6003035
T	45.4955785	-73.6009258
T	45.4955635	-73.6014301
T	45.4954732	-73.6018270
T	45.4952739	-73.6026907
T	45.4951499	-73.6032379
T	45.4950408	-73.6038387
T	45.4950370	-73.6043537
T	45.4951085	-73.6050349
T	45.4952100	-73.6056250
T	45.4953153	-73.6061722
T	45.4954206	-73.6066067
T	45.4955560	-73.6070627
T	45.4956913	-73.6075133
T	45.4958455	-73.6081249
T	45.4959658	-73.6085808
T	45.4959997	-73.6089993
T	45.4959846	-73.6094177
T	45.4959320	-73.6099112
T	45.4958493	-73.6106086
T	45.4957402	-73.6110914
T	45.4956462	-73.6116868
T	45.4955184	-73.6123466
T	45.4954845	-73.6129099
T	45.4954732	-73.6132425
T	45.4954469	-73.6138326
T	45.4954469	-73.6144978
T	45.4954432	-73.6152005
T	45.4954620	-73.6156726
T	45.4953830	-73.6163968
T	45.4952777	-73.6170459
T	45.4951649	-73.6175179
T	45.4951085	-73.6178720
T	45.4950671	-73.6182743
T	45.4950709	-73.6186606
T	45.4951085	-73.6188698
T	45.4952175	-73.6193419
T	45.4953755	-73.6200231
T	45.4955409	-73.6205220
T	45.4956989	-73.6208814
T	45.4959207	-73.6213106
T	45.4960373	-73.6216432
T	45.4962441	-73.6220938
T	45.4964321	-73.6225122
T	45.4965938	-73.6228716
T	45.4967179	-73.6231238
T	45.4968194	-73.6233920
T	45.4969510	-73.6236870
T	45.4971202	-73.6240679
T	45.4973195	-73.6245131
T	45.4975376	-73.6249906
T	45.4977895	-73.6255646
T	45.4979963	-73.6260098
T	45.4982332	-73.6265785
T	45.4984964	-73.6271363
T	45.4987559	-73.6276138
T	45.4989213	-73.6279196
T	45.4992409	-73.6286008
T	45.4993951	-73.6289334
T	45.4995793	-73.6293787
T	45.4997485	-73.6296898
T	45.5000117	-73.6303282
T	45.5002599	-73.6308539
T	45.5005306	-73.6314601
T	45.5008239	-73.6321038
T	45.5010156	-73.6325061
T	45.5011716	-73.6328696
T	45.5012685	-73.6331002
T	45.5013559	-73.6332920
T	45.5014856	-73.6335790
T	45.5015646	-73.6337587
T	45.5016604	-73.6339545
T	45.5017112	-73.6341007
T	45.5018033	-73.6342925
T	45.5018757	-73.6344548
T	45.5019471	-73.6346237
T	45.5020204	-73.6348008
T	45.5020853	-73.6349376
T	45.5021755	-73.6351481
T	45.5024970	-73.6358643
T	45.5026098	-73.6360037
T	45.5028354	-73.6365402
T	45.5030158	-73.6369318
T	45.5032377	-73.6374199
T	45.5033843	-73.6377150
T	45.5036287	-73.6382622
T	45.5038731	-73.6388254
T	45.5042002	-73.6395657
T	45.5044220	-73.6400539
T	45.5046513	-73.6405420
T	45.5048205	-73.6409390
T	45.5049934	-73.6413252
T	45.5051363	-73.6416578
T	45.5052754	-73.6419582
T	45.5053920	-73.6421674
T	45.5054822	-73.6423230
T	45.5058807	-73.6423820
T	45.5062191	-73.6423552
T	45.5066251	-73.6423981
T	45.5073244	-73.6424732
T	45.5079409	-73.6425269
T	45.5087454	-73.6426127
T	45.5099710	-73.6427522
T	45.5111890	-73.6428595
T	45.5121664	-73.6429667
T	45.5129633	-73.6430740
T	45.5135948	-73.6431170
T	45.5139933	-73.6431384
T	45.5143842	-73.6431599
T	45.5147752	-73.6431170
T	45.5150533	-73.6429667
T	45.5153841	-73.6427629
T	45.5156247	-73.6427844
T	45.5158352	-73.6428809
T	45.5160307	-73.6431170

